city,format,intent,submitted_keyword,returned_keyword,close_variants,grouped_submitted_keywords,grouped_by_google,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,interpretation,observed_at
Manchester,Darts,discovery,darts Manchester,darts manchester,darts Manchester,darts Manchester,no,2900,MEDIUM,45,1.0050,0.3592,1.0131,2025-august:1300|2025-september:1900|2025-october:2900|2025-november:2900|2025-december:3600|2026-january:3600|2026-february:2900|2026-march:5400|2026-april:6600|2026-may:1600|2026-june:1000|2026-july:1000,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Darts,repeat_programme,darts league Manchester,darts league manchester,darts league Manchester,darts league Manchester,no,20,LOW,3,2.3367,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:20|2025-november:10|2025-december:20|2026-january:40|2026-february:20|2026-march:30|2026-april:30|2026-may:30|2026-june:10|2026-july:20,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Darts,beginner_or_adult,darts club Manchester,darts club manchester,darts club Manchester,darts club Manchester,no,70,LOW,24,0.9884,0.2840,1.4081,2025-august:50|2025-september:70|2025-october:70|2025-november:90|2025-december:90|2026-january:110|2026-february:70|2026-march:50|2026-april:50|2026-may:40|2026-june:20|2026-july:30,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Line dancing,discovery,line dancing Manchester,line dancing manchester,line dancing Manchester,line dancing Manchester,no,320,LOW,3,1.7340,0.5363,4.7530,2025-august:320|2025-september:390|2025-october:480|2025-november:320|2025-december:260|2026-january:390|2026-february:320|2026-march:320|2026-april:390|2026-may:260|2026-june:260|2026-july:260,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Line dancing,repeat_programme,line dancing classes Manchester,line dancing classes manchester,line dancing classes Manchester,line dancing classes Manchester,no,30,LOW,1,0.0000,0.0000,0.0000,2025-august:30|2025-september:40|2025-october:40|2025-november:40|2025-december:40|2026-january:40|2026-february:30|2026-march:20|2026-april:20|2026-may:40|2026-june:30|2026-july:20,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Salsa,discovery,salsa dancing Manchester,salsa dancing manchester,salsa dancing Manchester,salsa dancing Manchester,no,480,LOW,7,1.1864,0.2594,1.2086,2025-august:480|2025-september:480|2025-october:480|2025-november:480|2025-december:390|2026-january:480|2026-february:480|2026-march:480|2026-april:390|2026-may:480|2026-june:390|2026-july:390,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Salsa,repeat_programme,salsa classes Manchester,salsa classes manchester,salsa classes Manchester,salsa classes Manchester,no,480,LOW,17,0.9040,0.2415,1.1937,2025-august:480|2025-september:590|2025-october:480|2025-november:480|2025-december:390|2026-january:590|2026-february:590|2026-march:480|2026-april:390|2026-may:480|2026-june:390|2026-july:390,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Board-game events,discovery,board game cafe Manchester,board game cafe manchester,board game cafe Manchester,board game cafe Manchester,no,720,LOW,7,0.5127,0.5949,1.6812,2025-august:720|2025-september:720|2025-october:720|2025-november:720|2025-december:590|2026-january:880|2026-february:880|2026-march:720|2026-april:720|2026-may:590|2026-june:590|2026-july:480,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Pottery painting,discovery,pottery painting Manchester,pottery painting manchester,pottery painting Manchester,pottery painting Manchester,no,4400,HIGH,100,0.4145,0.2773,0.6559,2025-august:4400|2025-september:4400|2025-october:5400|2025-november:4400|2025-december:3600|2026-january:5400|2026-february:5400|2026-march:4400|2026-april:3600|2026-may:3600|2026-june:2900|2026-july:3600,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Wine tasting,discovery,wine tasting Manchester,wine tasting manchester,wine tasting Manchester,wine tasting Manchester,no,1600,HIGH,100,0.5970,0.3055,0.8367,2025-august:1300|2025-september:1600|2025-october:1600|2025-november:1900|2025-december:2400|2026-january:1600|2026-february:1600|2026-march:1300|2026-april:1300|2026-may:1300|2026-june:1000|2026-july:1300,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Wine tasting,event_booking,wine tasting events Manchester,wine tasting events manchester,wine tasting events Manchester,wine tasting events Manchester,no,30,HIGH,96,1.0005,0.0000,0.0000,2025-august:40|2025-september:40|2025-october:40|2025-november:50|2025-december:50|2026-january:40|2026-february:30|2026-march:30|2026-april:40|2026-may:20|2026-june:30|2026-july:20,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Wine tasting,beginner_or_adult,wine tasting classes Manchester,wine tasting classes manchester,wine tasting classes Manchester,wine tasting classes Manchester,no,10,LOW,25,1.1145,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:0|2025-december:10|2026-january:10|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Wine tasting,group_or_corporate,corporate wine tasting Manchester,corporate wine tasting manchester,corporate wine tasting Manchester,corporate wine tasting Manchester,no,10,HIGH,100,2.8740,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:10,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Sip and paint,discovery,sip and paint Manchester,sip and paint manchester,sip and paint Manchester,sip and paint Manchester,no,1000,HIGH,100,0.7678,0.2756,0.7451,2025-august:1000|2025-september:1300|2025-october:1300|2025-november:1000|2025-december:880|2026-january:1600|2026-february:1300|2026-march:1300|2026-april:880|2026-may:880|2026-june:880|2026-july:880,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Spa retreats,discovery,spa retreats Manchester,spa retreats manchester,spa retreats Manchester,spa retreats Manchester,no,140,HIGH,100,0.5575,0.1782,0.6183,2025-august:110|2025-september:110|2025-october:140|2025-november:110|2025-december:110|2026-january:170|2026-february:140|2026-march:140|2026-april:140|2026-may:90|2026-june:140|2026-july:140,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Darts,discovery,darts Birmingham,darts birmingham,darts Birmingham,darts Birmingham,no,1600,MEDIUM,38,1.0435,0.3438,1.0941,2025-august:1000|2025-september:1300|2025-october:1900|2025-november:1900|2025-december:1600|2026-january:1900|2026-february:1600|2026-march:1300|2026-april:1600|2026-may:3600|2026-june:590|2026-july:590,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Darts,beginner_or_adult,darts club Birmingham,darts club birmingham,darts club Birmingham,darts club Birmingham,no,30,LOW,14,0.9251,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:30|2025-november:30|2025-december:40|2026-january:40|2026-february:50|2026-march:30|2026-april:10|2026-may:10|2026-june:10|2026-july:20,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Line dancing,discovery,line dancing Birmingham,line dancing birmingham,line dancing Birmingham,line dancing Birmingham,no,260,LOW,4,0.9084,0.0000,0.0000,2025-august:170|2025-september:390|2025-october:320|2025-november:210|2025-december:140|2026-january:260|2026-february:260|2026-march:260|2026-april:260|2026-may:170|2026-june:170|2026-july:170,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Line dancing,repeat_programme,line dancing classes Birmingham,line dancing classes birmingham,line dancing classes Birmingham,line dancing classes Birmingham,no,20,LOW,2,0.0000,0.0000,0.0000,2025-august:20|2025-september:30|2025-october:30|2025-november:30|2025-december:20|2026-january:20|2026-february:20|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Salsa,discovery,salsa dancing Birmingham,salsa dancing birmingham,salsa dancing Birmingham,salsa dancing Birmingham,no,320,LOW,5,0.0445,0.0000,0.0000,2025-august:390|2025-september:320|2025-october:320|2025-november:260|2025-december:260|2026-january:320|2026-february:320|2026-march:260|2026-april:260|2026-may:320|2026-june:210|2026-july:260,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Salsa,event_booking,salsa events Birmingham,salsa events birmingham,salsa events Birmingham,salsa events Birmingham,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Salsa,repeat_programme,salsa classes Birmingham,salsa classes birmingham,salsa classes Birmingham,salsa classes Birmingham,no,320,LOW,13,0.6260,0.2513,1.9759,2025-august:320|2025-september:320|2025-october:390|2025-november:260|2025-december:260|2026-january:390|2026-february:390|2026-march:260|2026-april:320|2026-may:210|2026-june:260|2026-july:260,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Board-game events,discovery,board game cafe Birmingham,board game cafe birmingham,board game cafe Birmingham,board game cafe Birmingham,no,880,LOW,7,0.0749,0.0346,0.1711,2025-august:880|2025-september:880|2025-october:880|2025-november:880|2025-december:880|2026-january:1000|2026-february:1000|2026-march:880|2026-april:880|2026-may:720|2026-june:720|2026-july:590,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Pottery painting,discovery,pottery painting Birmingham,pottery painting birmingham,pottery painting Birmingham,pottery painting Birmingham,no,4400,LOW,28,0.1578,0.0720,0.2468,2025-august:4400|2025-september:3600|2025-october:4400|2025-november:3600|2025-december:2900|2026-january:5400|2026-february:6600|2026-march:5400|2026-april:4400|2026-may:3600|2026-june:2900|2026-july:3600,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Wine tasting,discovery,wine tasting Birmingham,wine tasting birmingham,wine tasting Birmingham,wine tasting Birmingham,no,880,HIGH,98,0.8165,0.3026,1.3189,2025-august:720|2025-september:880|2025-october:880|2025-november:1000|2025-december:1000|2026-january:1000|2026-february:880|2026-march:880|2026-april:880|2026-may:720|2026-june:590|2026-july:590,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Wine tasting,event_booking,wine tasting events Birmingham,wine tasting events birmingham,wine tasting events Birmingham,wine tasting events Birmingham,no,10,MEDIUM,65,2.1061,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Wine tasting,beginner_or_adult,wine tasting classes Birmingham,wine tasting classes birmingham,wine tasting classes Birmingham,wine tasting classes Birmingham,no,10,LOW,29,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Sip and paint,discovery,sip and paint Birmingham,sip and paint birmingham,sip and paint Birmingham,sip and paint Birmingham,no,880,HIGH,100,0.8441,0.2970,0.8152,2025-august:720|2025-september:880|2025-october:880|2025-november:720|2025-december:590|2026-january:1000|2026-february:1000|2026-march:1000|2026-april:880|2026-may:720|2026-june:880|2026-july:590,explicit_city_query_under_uk_target,One submitted phrase mapped to this returned observation,2026-09-03
